URL,CCPA,gpc_json,usp_string_off,usp_off_version,usp_string_on,usp_on_version,Optanon_w/GPC=off,Optanon_w/GPC=on,packet_gpc_off,packets_gpc_on,percentage_change
kxan.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,653,581,-11.02603369
polldaddy.com,TRUE,NOT_FOUND,1---,1,1YYN,1,,,1780,1417,-20.39325843
userzoom.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
robbreport.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,621,728,17.23027375
purevolume.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
clickondetroit.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,984,947,-3.760162602
affinity.net,TRUE,NOT_FOUND,0,0,0,0,,,,,
nyse.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
tvline.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,784,615,-21.55612245
upworthy.com,TRUE,NOT_FOUND,0,0,0,0,0,1,697,703,0.860832138
6abc.com,TRUE,json_err,0,0,0,0,0,1,643,765,18.97356143
frontier.com,TRUE,NOT_FOUND,0,0,0,0,0,1,689,1016,47.46008708
myunidays.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ecowatch.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
teepublic.com,TRUE,json_err,0,0,0,0,,,,,
ice.com,TRUE,NOT_FOUND,0,0,0,0,0,1,701,692,-1.283880171
tapresearch.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
vinsolutions.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
dotster.com,TRUE,json_err,0,0,0,0,0,1,690,764,10.72463768
wgntv.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,731,719,-1.641586867
tripit.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
clickorlando.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,717,902,25.80195258
superpages.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
cdw.com,TRUE,json_err,0,0,0,0,0,1,761,672,-11.69513798
percona.com,TRUE,json_err,0,0,0,0,,,,,
ua.com,TRUE,json_err,0,0,0,0,,,,,
radaris.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
vw.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
morningconsult.com,TRUE,NOT_FOUND,0,0,0,0,0,1,756,760,0.529100529
burberry.com,TRUE,json_err,0,0,0,0,,,,,
telegram.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
princetonreview.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
colgate.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
tucson.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,722,369,-48.89196676
local10.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,716,934,30.44692737
marketbeat.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
express.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
vertamedia.com,TRUE,json_err,0,0,0,0,,,,,
1stdibs.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
news4jax.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,809,848,4.820766378
tulsaworld.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,608,1072,76.31578947
buffalowildwings.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
investorplace.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,720,806,11.94444444
coachoutlet.com,TRUE,json_err,0,0,0,0,0,1,830,828,-0.240963855
bradsdeals.com,TRUE,json_err,1---,1,1---,1,,,,,
viasat.com,TRUE,NOT_FOUND,0,0,0,0,0,1,856,862,0.700934579
madewell.com,TRUE,json_err,0,0,0,0,,,,,
merchantcircle.com,TRUE,NOT_FOUND,0,0,0,0,0,1,1037,615,-40.69431051
cirquedusoleil.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
mlssoccer.com,TRUE,NOT_FOUND,0,0,0,0,0,1,320,634,98.125
pagerduty.com,TRUE,NOT_FOUND,0,0,0,0,0,1,736,728,-1.086956522
komonews.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
wfla.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,736,634,-13.85869565
vistarmedia.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
halloweencostumes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
autoelevate.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
heraldtribune.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
tdbank.com,TRUE,json_err,0,0,0,0,,,,,
wcvb.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
jacksonville.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
thebump.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
customink.com,TRUE,NOT_FOUND,0,0,0,0,0,1,916,814,-11.13537118
kdvr.com,TRUE,NOT_FOUND,4,4,1YYN,1,0,1,795,864,8.679245283
backcountry.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
democratandchronicle.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
ksat.com,TRUE,NOT_FOUND,1YNY,1,1YYY,1,,,1215,811,-33.25102881
mcall.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
11alive.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
writing.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
thewaltdisneycompany.com,TRUE,NOT_FOUND,0,0,0,0,0,1,634,273,-56.94006309
libertymutual.com,TRUE,TRUE,0,0,0,0,,,615,935,52.03252033
pixar.com,TRUE,NOT_FOUND,0,0,0,0,0,1,182,671,268.6813187
wbgames.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fouanalytics.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
workupload.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
partycity.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
roberthalf.com,TRUE,NOT_FOUND,0,0,0,0,0,1,831,583,-29.84356197
sho.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,837,790,-5.615292712
footballtransfers.com,TRUE,json_err,1---,1,1---,1,,,,,
samanage.com,TRUE,json_err,0,0,0,0,,,,,
fox8.com,TRUE,NOT_FOUND,4,4,4,4,0,1,765,688,-10.06535948
artnews.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,781,609,-22.02304738
viz.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fark.com,TRUE,NOT_FOUND,1NNN,1,1NNN,1,,,,,
app.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
fleetmatics.com,TRUE,json_err,0,0,0,0,,,,,
syncbak.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
newsroomlabs.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
beliefnet.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
tallahassee.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
prizegrab.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
snagajob.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
playboy.com,TRUE,NOT_FOUND,0,0,0,0,0,1,854,744,-12.88056206
zumper.com,TRUE,json_err,0,0,0,0,0,0,,,
zola.com,TRUE,TRUE,0,0,0,0,,,673,775,15.15601783
kare11.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
chicoryapp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
research.net,TRUE,NOT_FOUND,0,0,0,0,,,,,
webhostinghub.com,TRUE,NOT_FOUND,0,0,0,0,0,1,967,818,-15.40847983
vanta.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ww.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
crosswalk.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
exponential.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fox2now.com,TRUE,NOT_FOUND,4,4,1YYN,1,0,1,673,729,8.320950966
deseretnews.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
ferguson.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
emerson.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
fundera.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sunpower.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
knoxnews.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
vpweb.com,TRUE,json_err,0,0,0,0,,,,,
journalstar.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,802,765,-4.613466334
myrecipes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
buzznet.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
clearbitjs.com,TRUE,json_err,0,0,0,0,,,,,
miaminewtimes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
dialpad.com,TRUE,json_err,0,0,0,0,,,,,
columbia.com,TRUE,NOT_FOUND,0,0,0,0,0,1,891,711,-20.2020202
dallasobserver.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
servicetitan.com,TRUE,NOT_FOUND,0,0,0,0,0,1,666,724,8.708708709
insurancejournal.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
gamepedia.com,TRUE,json_err,1YNN,1,1YYN,1,,,832,753,-9.495192308
redstate.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
arbys.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
mattel163.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pastfactory.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
pfgc.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
vinted.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
thebodyshop.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
search.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,764,766,0.261780105
gpfans.com,TRUE,json_err,1---,1,1---,1,,,,,
kornferry.com,TRUE,NOT_FOUND,0,0,0,0,0,1,685,780,13.86861314
hollandamerica.com,TRUE,NOT_FOUND,0,0,0,0,0,1,642,909,41.58878505
vevo.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
nikonusa.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
allthingsd.com,TRUE,json_err,0,0,0,0,,,,,
shopstyle.com,TRUE,TRUE,0,0,0,0,,,802,755,-5.860349127
wfmz.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
nfhsnetwork.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
albertsons.com,TRUE,NOT_FOUND,0,0,0,0,0,1,560,659,17.67857143
oklahoman.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
slicelife.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wowroms.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
expatica.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
amc.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ipsy.com,TRUE,json_err,0,0,0,0,,,,,
wmur.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
wesh.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pilotonline.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
crossfit.com,TRUE,json_err,0,0,0,0,,,,,
wusa9.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,0,,,
wjla.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
retaildive.com,TRUE,NOT_FOUND,1NNN,1,1NNN,1,,,,,
marriage.com,TRUE,json_err,1---,1,1---,1,,,,,
rosettastone.com,TRUE,NOT_FOUND,0,0,0,0,0,1,665,684,2.857142857
ipromote.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
qlik.com,TRUE,NOT_FOUND,0,0,0,0,0,1,660,874,32.42424242
skrill.com,TRUE,NOT_FOUND,0,0,0,0,0,1,23,695,2921.73913
fotoscapes.com,TRUE,json_err,0,0,0,0,,,,,
usehero.com,TRUE,json_err,0,0,0,0,,,,,
kgw.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
spoonflower.com,TRUE,NOT_FOUND,0,0,0,0,0,1,519,580,11.75337187
mbusa.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,674,683,1.335311573
anker.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
musiciansfriend.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
delawareonline.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
providencejournal.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
kingarthurbaking.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,1033,956,-7.454017425
pubmine.com,TRUE,json_err,0,0,0,0,,,,,
expertjobmatch.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
ihs.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
uscc.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ny1.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
westword.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
muscleandfitness.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
angelstudios.com,TRUE,json_err,1NNN,1,1NYN,1,,,658,1024,55.6231003
hotair.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
newsnationnow.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,779,638,-18.10012837
1800flowers.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
nwitimes.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,864,755,-12.61574074
architizer.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
worldofwarships.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ticketleap.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
cntraveller.com,TRUE,NOT_FOUND,0,0,0,0,0,groups,,,
abc11.com,TRUE,json_err,0,0,0,0,0,1,740,682,-7.837837838
bizzabo.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
enlyte.com,TRUE,NOT_FOUND,0,0,0,0,0,1,883,820,-7.134767837
tlc.com,TRUE,NOT_FOUND,1---,1,1---,1,0,0,,,
helpscout.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
lumosity.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
brandwatch.com,TRUE,NOT_FOUND,0,0,0,0,0,bw_cookies__strict__marketing__prev_count,,,
mintmobile.com,TRUE,NOT_FOUND,0,0,0,0,,1,730,780,6.849315068
oldnavy.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pjmedia.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
roanoke.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,727,565,-22.28335626
weber.com,TRUE,NOT_FOUND,0,0,0,0,0,1,724,797,10.08287293
saveur.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,740,732,-1.081081081
carbuzz.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
motorolasolutions.com,TRUE,json_err,0,0,0,0,,,,,
wkyc.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
wnba.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,0,828,507,-38.76811594
trk-magnam.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
blend.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
saic.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
intercontinental.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
silive.com,TRUE,NOT_FOUND,1---,1,4,4,0,0,,,
universe.com,TRUE,NOT_FOUND,0,0,0,0,0,1,857,910,6.184364061
katu.com,TRUE,NOT_FOUND,4,4,4,4,,,,,
ensilo.com,TRUE,json_err,0,0,0,0,,,,,
gearpatrol.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,819,826,0.854700855
thinkorswim.com,TRUE,json_err,0,0,0,0,,,,,
consequence.net,TRUE,NOT_FOUND,1---,1,1---,1,0,0,,,
uniconsent.com,TRUE,NOT_FOUND,1YNN,1,1YNN,1,,,,,
wtsp.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
wbir.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
affinity.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
navient.com,TRUE,json_err,0,0,0,0,,,,,
beaconjournal.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
billingsgazette.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,949,964,1.58061117
trk-sodales.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
kobobooks.com,TRUE,TRUE,0,0,0,0,,,339,386,13.86430678
floridatoday.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
footwearnews.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,979,810,-17.26251277
racked.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
square-enix-games.com,TRUE,json_err,0,0,0,0,0,0,,,
ksdk.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
allaboutvision.com,TRUE,NOT_FOUND,0,0,0,0,0,1,54,91,68.51851852
discovercard.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
weddingbee.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
defenseone.com,TRUE,NOT_FOUND,1---,1,1YNY,1,,,,,
cwtv.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,682,700,2.639296188
thrivemarket.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
emedicinehealth.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
christianity.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
videopress.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
baxter.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
elliemae.com,TRUE,json_err,0,0,0,0,,,,,
sonatype.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
otterbox.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
kron4.com,TRUE,NOT_FOUND,4,4,1YYN,1,,,718,695,-3.203342618
unilad.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
goodyear.com,TRUE,json_err,0,0,0,0,0,1,602,587,-2.491694352
keeptruckin.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
hermanmiller.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
phoenixnewtimes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
beenverified.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
truecar.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
uphold.com,TRUE,NOT_FOUND,0,0,0,0,0,1,392,481,22.70408163
7shifts.com,TRUE,NOT_FOUND,1YN-,1,1YY-,1,,,801,933,16.47940075
7-eleven.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
kvue.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
iis.net,TRUE,json_err,0,0,0,0,,,,,
thedodo.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,1,574,751,30.83623693
smartname.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
lohud.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
pmg.com,TRUE,NOT_FOUND,0,0,0,0,0,1,690,832,20.57971014
pplusstatic.com,TRUE,json_err,0,0,0,0,,,,,
signup.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ccbill.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
astrology.com,TRUE,TRUE,1---,1,1YYN,1,,,746,686,-8.042895442
plexapp.com,TRUE,json_err,0,0,0,0,,,,,
toms.com,TRUE,json_err,0,0,0,0,,,,,
zixcorp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sandisk.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
take2games.com,TRUE,NOT_FOUND,0,0,0,0,0,1,768,813,5.859375
doublepimp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
kueez.net,TRUE,json_err,0,0,0,0,,,,,
mmafighting.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
bananarepublic.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
explorelearning.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
10news.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
gopuff.com,TRUE,TRUE,0,0,0,0,,,89,590,562.9213483
yousician.com,TRUE,json_err,0,0,0,0,0,1,739,506,-31.52909337
kfor.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,0,1,827,706,-14.6311971
reputation.com,TRUE,NOT_FOUND,0,0,0,0,0,1,253,830,228.0632411
researchsquare.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
kcci.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
cityexperiences.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
psafe.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
whatsupdates.com,TRUE,json_err,0,0,0,0,,,,,
creditcards.com,TRUE,NOT_FOUND,0,0,0,0,0,1,397,274,-30.98236776
wickedlocal.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
blogher.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,713,776,8.835904628
slideplayer.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
my-alfred.com,TRUE,json_err,0,0,0,0,,,,,
woodtv.com,TRUE,NOT_FOUND,1YNN,1,4,4,,,,,
wlwt.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
progress.com,TRUE,NOT_FOUND,0,0,0,0,0,0,,,
wthr.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,,,,,
bootbarn.com,TRUE,json_err,0,0,0,0,,,,,
clarionledger.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
belmond.com,TRUE,NOT_FOUND,0,0,0,0,0,1,632,739,16.93037975
govexec.com,TRUE,NOT_FOUND,1---,1,1YNY,1,,,,,
yp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
onsemi.com,TRUE,json_err,0,0,0,0,0,1,977,734,-24.87205732
davidsbridal.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
veevavault.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
stevemadden.com,TRUE,NOT_FOUND,0,0,0,0,0,1,912,839,-8.004385965
usersnap.com,TRUE,json_err,0,0,0,0,,,,,
rgj.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
familyeducation.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
woothemes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
commercialappeal.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
desertsun.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
wdrb.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,1038,1037,-0.096339114
perezhilton.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
hillspet.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
eastbaytimes.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
shopltk.com,TRUE,NOT_FOUND,0,0,0,0,0,1,368,643,74.72826087
troweprice.com,TRUE,json_err,0,0,0,0,0,1,752,810,7.712765957
fox4kc.com,TRUE,NOT_FOUND,1YNN,1,4,4,0,1,807,905,12.14374226
zety.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
jelastic.com,TRUE,json_err,0,0,0,0,,,,,
callapp.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
newsok.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
arkadium.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
lensa.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
insidehook.com,TRUE,json_err,1---,1,1---,1,,,,,
coldwellbankerhomes.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
marketingdive.com,TRUE,NOT_FOUND,1NNN,1,1NNN,1,,,,,
redis.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
banno.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
crackerbarrel.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
abajournal.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
gapinc.com,TRUE,NOT_FOUND,0,0,0,0,0,1,783,840,7.279693487
olivegarden.com,TRUE,json_err,0,0,0,0,0,1,772,716,-7.25388601
moviesanywhere.com,TRUE,json_err,0,0,0,0,,,,,
cbs8.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
commscope.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sentinelcloud.com,TRUE,json_err,0,0,0,0,,,,,
jotformeu.com,TRUE,NOT_FOUND,1---,1,0,0,,,,,
trk-instructior.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
pix11.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,872,714,-18.11926606
rewardstyle.com,TRUE,json_err,0,0,0,0,,,,,
homechef.com,TRUE,json_err,0,0,0,0,0,0,,,
pearsoned.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
slacker.com,TRUE,TRUE,0,0,undefined,undefined,,,358,424,18.43575419
nbc4i.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,884,800,-9.502262443
cheapflights.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
ratemyprofessors.com,TRUE,json_err,1NNY,1,1NNY,1,,,,,
campingworld.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
jivetel.net,TRUE,NOT_FOUND,0,0,0,0,,,,,
metrotimes.com,TRUE,NOT_FOUND,1YNN,1,1YNN,1,,,,,
gamepressure.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
bidmyadz.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
shemedia.com,TRUE,NOT_FOUND,0,0,0,0,0,1,785,912,16.17834395
naplesnews.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
entrust.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,30,1388,4526.666667
cmswire.com,TRUE,NOT_FOUND,0,0,0,0,0,1,897,830,-7.469342252
factor75.com,TRUE,NOT_FOUND,1-N-,1,1-Y-,1,,,651,837,28.57142857
fitsmallbusiness.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
chimebank.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
morningbrew.com,TRUE,json_err,0,0,0,0,0,1,869,892,2.646720368
arcamax.com,TRUE,json_err,1YNN,1,1YYN,1,,,825,858,4
bugcrowd.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
showingtime.com,TRUE,NOT_FOUND,0,0,0,0,0,1,1307,1200,-8.18668707
bitrix24.net,TRUE,json_err,0,0,0,0,,,,,
doityourself.com,TRUE,NOT_FOUND,1YNY,1,1YNY,1,0,0,,,
krqe.com,TRUE,NOT_FOUND,1YNN,1,4,4,,,,,
leidos.com,TRUE,NOT_FOUND,0,0,0,0,0,1,672,885,31.69642857
cloudera.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
myhippo.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
channel3000.com,TRUE,NOT_FOUND,1---,1,1---,1,,,,,
bankofthewest.com,TRUE,json_err,0,0,0,0,,,,,
orvis.com,TRUE,NOT_FOUND,0,0,0,0,0,1,698,934,33.81088825
wavy.com,TRUE,NOT_FOUND,1YNN,1,1YYN,1,,,666,708,6.306306306
informit.com,TRUE,NOT_FOUND,0,0,0,0,0,1,113,173,53.09734513
eyebuydirect.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
themanual.com,TRUE,NOT_FOUND,1---,1,1---,1,0,1,883,856,-3.057757644
surlatable.com,TRUE,json_err,0,0,0,0,,,,,
ariat.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
sandals.com,TRUE,NOT_FOUND,0,0,0,0,,,,,
